Test ID,Module,Scenario,Device,Status,Start Time,End Time,Duration (ms),Failure Reason
TC_299,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #299)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:50.203Z,2026-06-23T04:45:51.133Z,930,""
TC_300,"Security","Should clear session cache and tokens upon successful logout (Suite Check #300)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:51.133Z,2026-06-23T04:45:52.063Z,930,""
TC_301,"Security","Should enforce password field masking during credentials input (Suite Check #301)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:52.063Z,2026-06-23T04:45:52.993Z,930,""
TC_302,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #302)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:52.993Z,2026-06-23T04:45:53.923Z,930,""
TC_303,"Security","Should clear session cache and tokens upon successful logout (Suite Check #303)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:53.923Z,2026-06-23T04:45:54.853Z,930,""
TC_304,"Security","Should enforce password field masking during credentials input (Suite Check #304)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:54.853Z,2026-06-23T04:45:55.783Z,930,""
TC_305,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #305)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:55.783Z,2026-06-23T04:45:56.713Z,930,""
TC_306,"Security","Should clear session cache and tokens upon successful logout (Suite Check #306)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:56.713Z,2026-06-23T04:45:57.643Z,930,""
TC_307,"Security","Should enforce password field masking during credentials input (Suite Check #307)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:57.643Z,2026-06-23T04:45:58.573Z,930,""
TC_308,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #308)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:58.573Z,2026-06-23T04:45:59.503Z,930,""
TC_309,"Security","Should clear session cache and tokens upon successful logout (Suite Check #309)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:59.503Z,2026-06-23T04:46:00.433Z,930,""
TC_310,"Security","Should enforce password field masking during credentials input (Suite Check #310)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:00.433Z,2026-06-23T04:46:01.363Z,930,""
TC_311,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #311)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:01.363Z,2026-06-23T04:46:02.293Z,930,""
TC_312,"Security","Should clear session cache and tokens upon successful logout (Suite Check #312)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:02.293Z,2026-06-23T04:46:03.223Z,930,""
TC_313,"Security","Should enforce password field masking during credentials input (Suite Check #313)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:03.223Z,2026-06-23T04:46:04.153Z,930,""
TC_314,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #314)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:04.153Z,2026-06-23T04:46:05.083Z,930,""
TC_315,"Security","Should clear session cache and tokens upon successful logout (Suite Check #315)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:05.083Z,2026-06-23T04:46:06.013Z,930,""
TC_316,"Security","Should enforce password field masking during credentials input (Suite Check #316)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:06.013Z,2026-06-23T04:46:06.943Z,930,""
TC_317,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #317)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:06.943Z,2026-06-23T04:46:07.873Z,930,""
TC_318,"Security","Should clear session cache and tokens upon successful logout (Suite Check #318)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:07.873Z,2026-06-23T04:46:08.803Z,930,""
TC_319,"Security","Should enforce password field masking during credentials input (Suite Check #319)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:08.803Z,2026-06-23T04:46:09.733Z,930,""
TC_320,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #320)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:09.733Z,2026-06-23T04:46:10.663Z,930,""
TC_321,"Security","Should clear session cache and tokens upon successful logout (Suite Check #321)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:10.663Z,2026-06-23T04:46:11.593Z,930,""
TC_322,"Security","Should enforce password field masking during credentials input (Suite Check #322)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:11.593Z,2026-06-23T04:46:12.523Z,930,""
TC_323,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #323)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:12.523Z,2026-06-23T04:46:13.453Z,930,""
TC_324,"Security","Should clear session cache and tokens upon successful logout (Suite Check #324)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:13.453Z,2026-06-23T04:46:14.383Z,930,""
TC_325,"Security","Should enforce password field masking during credentials input (Suite Check #325)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:14.383Z,2026-06-23T04:46:15.313Z,930,""
TC_326,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #326)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:15.313Z,2026-06-23T04:46:16.243Z,930,""
TC_327,"Security","Should clear session cache and tokens upon successful logout (Suite Check #327)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:16.243Z,2026-06-23T04:46:17.173Z,930,""
TC_328,"Security","Should enforce password field masking during credentials input (Suite Check #328)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:17.173Z,2026-06-23T04:46:18.103Z,930,""
TC_329,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #329)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:18.103Z,2026-06-23T04:46:19.033Z,930,""
TC_330,"Security","Should clear session cache and tokens upon successful logout (Suite Check #330)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:19.033Z,2026-06-23T04:46:19.963Z,930,""
TC_331,"Security","Should enforce password field masking during credentials input (Suite Check #331)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:19.963Z,2026-06-23T04:46:20.893Z,930,""
TC_332,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #332)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:20.893Z,2026-06-23T04:46:21.823Z,930,""
TC_333,"Security","Should clear session cache and tokens upon successful logout (Suite Check #333)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:21.823Z,2026-06-23T04:46:22.753Z,930,""
TC_334,"Security","Should enforce password field masking during credentials input (Suite Check #334)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:22.753Z,2026-06-23T04:46:23.683Z,930,""
TC_335,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #335)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:23.683Z,2026-06-23T04:46:24.613Z,930,""
TC_336,"Security","Should clear session cache and tokens upon successful logout (Suite Check #336)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:24.613Z,2026-06-23T04:46:25.543Z,930,""
TC_337,"Security","Should enforce password field masking during credentials input (Suite Check #337)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:25.543Z,2026-06-23T04:46:26.473Z,930,""
TC_338,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #338)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:26.473Z,2026-06-23T04:46:27.403Z,930,""
TC_339,"Security","Should clear session cache and tokens upon successful logout (Suite Check #339)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:27.403Z,2026-06-23T04:46:28.333Z,930,""
TC_340,"Security","Should enforce password field masking during credentials input (Suite Check #340)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:28.333Z,2026-06-23T04:46:29.263Z,930,""
TC_341,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #341)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:29.263Z,2026-06-23T04:46:30.193Z,930,""
TC_342,"Security","Should clear session cache and tokens upon successful logout (Suite Check #342)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:30.193Z,2026-06-23T04:46:31.123Z,930,""
TC_343,"Security","Should enforce password field masking during credentials input (Suite Check #343)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:31.123Z,2026-06-23T04:46:32.053Z,930,""
TC_344,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #344)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:32.053Z,2026-06-23T04:46:32.983Z,930,""
TC_345,"Security","Should clear session cache and tokens upon successful logout (Suite Check #345)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:32.983Z,2026-06-23T04:46:33.913Z,930,""
TC_346,"Security","Should enforce password field masking during credentials input (Suite Check #346)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:33.913Z,2026-06-23T04:46:34.843Z,930,""
TC_347,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #347)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:34.843Z,2026-06-23T04:46:35.773Z,930,""
TC_348,"Security","Should clear session cache and tokens upon successful logout (Suite Check #348)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:35.773Z,2026-06-23T04:46:36.703Z,930,""
TC_349,"Security","Should enforce password field masking during credentials input (Suite Check #349)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:36.703Z,2026-06-23T04:46:37.633Z,930,""
TC_350,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #350)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:37.633Z,2026-06-23T04:46:38.563Z,930,""
TC_351,"Security","Should clear session cache and tokens upon successful logout (Suite Check #351)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:38.563Z,2026-06-23T04:46:39.493Z,930,""
TC_352,"Security","Should enforce password field masking during credentials input (Suite Check #352)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:39.493Z,2026-06-23T04:46:40.423Z,930,""
TC_353,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #353)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:40.423Z,2026-06-23T04:46:41.353Z,930,""
TC_354,"Security","Should clear session cache and tokens upon successful logout (Suite Check #354)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:41.353Z,2026-06-23T04:46:42.283Z,930,""
TC_355,"Security","Should enforce password field masking during credentials input (Suite Check #355)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:42.283Z,2026-06-23T04:46:43.213Z,930,""
TC_356,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #356)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:43.213Z,2026-06-23T04:46:44.143Z,930,""
TC_357,"Security","Should clear session cache and tokens upon successful logout (Suite Check #357)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:44.143Z,2026-06-23T04:46:45.073Z,930,""
TC_358,"Security","Should enforce password field masking during credentials input (Suite Check #358)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:45.073Z,2026-06-23T04:46:46.003Z,930,""
TC_359,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #359)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:46.003Z,2026-06-23T04:46:46.933Z,930,""
TC_360,"Security","Should clear session cache and tokens upon successful logout (Suite Check #360)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:46.933Z,2026-06-23T04:46:47.863Z,930,""
TC_361,"Security","Should enforce password field masking during credentials input (Suite Check #361)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:47.863Z,2026-06-23T04:46:48.793Z,930,""
TC_362,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #362)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:48.793Z,2026-06-23T04:46:49.723Z,930,""
TC_363,"Security","Should clear session cache and tokens upon successful logout (Suite Check #363)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:49.723Z,2026-06-23T04:46:50.653Z,930,""
TC_364,"Security","Should enforce password field masking during credentials input (Suite Check #364)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:50.653Z,2026-06-23T04:46:51.583Z,930,""
TC_365,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #365)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:51.583Z,2026-06-23T04:46:52.513Z,930,""
TC_366,"Security","Should clear session cache and tokens upon successful logout (Suite Check #366)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:52.513Z,2026-06-23T04:46:53.443Z,930,""
TC_367,"Security","Should enforce password field masking during credentials input (Suite Check #367)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:53.443Z,2026-06-23T04:46:54.373Z,930,""
TC_368,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #368)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:54.373Z,2026-06-23T04:46:55.303Z,930,""
TC_369,"Security","Should clear session cache and tokens upon successful logout (Suite Check #369)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:55.303Z,2026-06-23T04:46:56.233Z,930,""
TC_370,"Security","Should enforce password field masking during credentials input (Suite Check #370)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:56.233Z,2026-06-23T04:46:57.163Z,930,""
TC_371,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #371)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:57.163Z,2026-06-23T04:46:58.093Z,930,""
TC_372,"Security","Should clear session cache and tokens upon successful logout (Suite Check #372)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:58.093Z,2026-06-23T04:46:59.023Z,930,""
TC_373,"Security","Should enforce password field masking during credentials input (Suite Check #373)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:59.023Z,2026-06-23T04:46:59.953Z,930,""
TC_374,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #374)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:46:59.953Z,2026-06-23T04:47:00.883Z,930,""
TC_375,"Security","Should clear session cache and tokens upon successful logout (Suite Check #375)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:00.883Z,2026-06-23T04:47:01.813Z,930,""
TC_376,"Security","Should enforce password field masking during credentials input (Suite Check #376)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:01.813Z,2026-06-23T04:47:02.743Z,930,""
TC_377,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #377)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:02.743Z,2026-06-23T04:47:03.673Z,930,""
TC_378,"Security","Should clear session cache and tokens upon successful logout (Suite Check #378)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:03.673Z,2026-06-23T04:47:04.603Z,930,""
TC_379,"Security","Should enforce password field masking during credentials input (Suite Check #379)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:04.603Z,2026-06-23T04:47:05.533Z,930,""
TC_380,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #380)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:05.533Z,2026-06-23T04:47:06.463Z,930,""
TC_381,"Security","Should clear session cache and tokens upon successful logout (Suite Check #381)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:06.463Z,2026-06-23T04:47:07.393Z,930,""
TC_382,"Security","Should enforce password field masking during credentials input (Suite Check #382)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:07.393Z,2026-06-23T04:47:08.323Z,930,""
TC_383,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #383)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:08.323Z,2026-06-23T04:47:09.253Z,930,""
TC_384,"Security","Should clear session cache and tokens upon successful logout (Suite Check #384)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:09.253Z,2026-06-23T04:47:10.183Z,930,""
TC_385,"Security","Should enforce password field masking during credentials input (Suite Check #385)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:10.183Z,2026-06-23T04:47:11.113Z,930,""
TC_386,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #386)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:11.113Z,2026-06-23T04:47:12.043Z,930,""
TC_387,"Security","Should clear session cache and tokens upon successful logout (Suite Check #387)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:12.043Z,2026-06-23T04:47:12.973Z,930,""
TC_388,"Security","Should enforce password field masking during credentials input (Suite Check #388)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:12.973Z,2026-06-23T04:47:13.903Z,930,""
TC_389,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #389)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:13.903Z,2026-06-23T04:47:14.833Z,930,""
TC_390,"Security","Should clear session cache and tokens upon successful logout (Suite Check #390)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:14.833Z,2026-06-23T04:47:15.763Z,930,""
TC_391,"Security","Should enforce password field masking during credentials input (Suite Check #391)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:15.763Z,2026-06-23T04:47:16.693Z,930,""
TC_392,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #392)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:16.693Z,2026-06-23T04:47:17.623Z,930,""
TC_393,"Security","Should clear session cache and tokens upon successful logout (Suite Check #393)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:17.623Z,2026-06-23T04:47:18.553Z,930,""
TC_394,"Security","Should enforce password field masking during credentials input (Suite Check #394)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:18.553Z,2026-06-23T04:47:19.483Z,930,""
TC_395,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #395)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:19.483Z,2026-06-23T04:47:20.413Z,930,""
TC_396,"Security","Should clear session cache and tokens upon successful logout (Suite Check #396)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:20.413Z,2026-06-23T04:47:21.343Z,930,""
TC_397,"Security","Should enforce password field masking during credentials input (Suite Check #397)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:21.343Z,2026-06-23T04:47:22.273Z,930,""
TC_398,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #398)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:22.273Z,2026-06-23T04:47:23.203Z,930,""
TC_399,"Security","Should clear session cache and tokens upon successful logout (Suite Check #399)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:23.203Z,2026-06-23T04:47:24.133Z,930,""
TC_400,"Security","Should enforce password field masking during credentials input (Suite Check #400)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:47:24.133Z,2026-06-23T04:47:25.063Z,930,""
